"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2021-01-25","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","","6362","",""
"2021-01-25","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","14075","",""
"2021-01-25","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","64349","",""
"2021-01-25","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","113940","20323",""
"2021-01-25","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","16102","",""
"2021-01-25","Nummela","Vihti","17500","havaittu, alle määritysrajan","","3355","",""
"2021-01-18","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","255982","10329",""
"2021-01-18","Koko maa","Koko maa","","","","","7449",""
"2021-01-18","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","","19452","",""
"2021-01-18","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","43750","14050",""
"2021-01-18","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","62012","",""
"2021-01-18","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","","68650","",""
"2021-01-11","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","101830","16209",""
"2021-01-11","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","269750","34804",""
"2021-01-11","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","17121","15256",""
"2021-01-11","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","17319","",""
"2021-01-11","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","35598","6288",""
"2021-01-11","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","8498","",""
"2021-01-11","Peurasaari","Kemi","23000","havaittu, alle määritysrajan","b","7958","",""
"2021-01-11","Hopeakivenlahti","Kokkola","36000","ei havaittu","b","8775","",""
"2021-01-11","Koko maa","Koko maa","","","","","19885",""
"2021-01-11","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","30561","",""
"2021-01-11","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","26000","",""
"2021-01-11","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","19553","",""
"2021-01-11","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","","16929","",""
"2021-01-11","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","13639","",""
"2021-01-11","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","","13883","",""
"2021-01-11","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","b","6083","",""
"2021-01-11","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","b","9500","",""
"2021-01-11","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","41654","15699",""
"2021-01-11","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","8016","21577",""
"2021-01-11","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","28996","",""
"2021-01-11","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","b","10847","",""
"2021-01-11","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","17575","",""
"2021-01-11","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","b","9269","",""
"2021-01-11","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","b","6660","",""
"2021-01-11","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","14570","",""
"2021-01-11","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","75108","11509",""
"2021-01-11","Pått","Vaasa","69500","havaittu, alle määritysrajan","","16125","",""
"2021-01-11","Nummela","Vihti","17500","havaittu, alle määritysrajan","b","2869","",""
"2021-01-04","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","308638","16430",""
"2021-01-04","Koko maa","Koko maa","","","","","9130",""
"2021-01-04","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","20023","",""
"2021-01-04","Taskila","Oulu","200000","havaittu, alle määritysrajan","a b","43684","",""
"2021-01-04","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","68289","",""
"2021-01-04","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","","102504","",""
"2020-12-21","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","(b) c","11562","",""
"2020-12-14","Suomenoja","Espoo","390000","havaittu, alle määritysrajan","b","100852","",""
"2020-12-14","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","253892","38789",""
"2020-12-14","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","","15536","",""
"2020-12-14","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","17912","",""
"2020-12-14","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","","35759","56999",""
"2020-12-14","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","","9903","",""
"2020-12-14","Peurasaari","Kemi","23000","ei havaittu","b","14531","",""
"2020-12-14","Hopeakivenlahti","Kokkola","36000","ei havaittu","","9335","",""
"2020-12-14","Koko maa","Koko maa","","","","","18043",""
"2020-12-14","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","27013","",""
"2020-12-14","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","22330","",""
"2020-12-14","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","","21108","",""
"2020-12-14","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","b","21903","",""
"2020-12-14","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","12911","",""
"2020-12-14","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","14087","",""
"2020-12-14","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5995","",""
"2020-12-14","Taskila","Oulu","200000","havaittu, alle määritysrajan","","52455","",""
"2020-12-14","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","b","9221","",""
"2020-12-14","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","32453","",""
"2020-12-14","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","11784","",""
"2020-12-14","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","15388","",""
"2020-12-14","Pihlajaniemi","Savonlinna","22571","tulos epävarma","","6945","",""
"2020-12-14","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","","16328","",""
"2020-12-14","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","62489","",""
"2020-12-14","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","","73447","",""
"2020-12-14","Pått","Vaasa","69500","havaittu, alle määritysrajan","","18187","",""
"2020-12-14","Nummela","Vihti","17500","havaittu, alle määritysrajan","","2869","",""
"2020-12-09","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","71394","",""
"2020-12-07","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","277529","41604",""
"2020-12-07","Koko maa","Koko maa","","","","","22898",""
"2020-12-07","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","23626","",""
"2020-12-07","Taskila","Oulu","200000","havaittu, yli määritysrajan","","52274","6307",""
"2020-12-07","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","","93414","",""
"2020-11-30","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","132668","59092",""
"2020-11-30","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","301694","26486",""
"2020-11-30","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","","18205","",""
"2020-11-30","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","21440","",""
"2020-11-30","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","","41108","",""
"2020-11-30","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","11994","",""
"2020-11-30","Peurasaari","Kemi","23000","havaittu, alle määritysrajan","b","12259","",""
"2020-11-30","Hopeakivenlahti","Kokkola","36000","ei havaittu","b","12147","",""
"2020-11-30","Koko maa","Koko maa","","","","","28762",""
"2020-11-30","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","34909","",""
"2020-11-30","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","32709","",""
"2020-11-30","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","","23405","",""
"2020-11-30","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","","18905","",""
"2020-11-30","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","16488","",""
"2020-11-30","Toikansuo","Lappeenranta","63000","tulos epävarma","b","15490","",""
"2020-11-30","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","6878","",""
"2020-11-30","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","","11018","",""
"2020-11-30","Taskila","Oulu","200000","havaittu, yli määritysrajan","","56757","14152",""
"2020-11-30","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","","12802","",""
"2020-11-30","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","36516","",""
"2020-11-30","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","13809","",""
"2020-11-30","Alakorkalo","Rovaniemi","55000","ei havaittu","","20643","",""
"2020-11-30","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","b","14659","",""
"2020-11-30","Pihlajaniemi","Savonlinna","22571","ei havaittu","","8265","",""
"2020-11-30","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","20461","",""
"2020-11-30","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","68535","22562",""
"2020-11-30","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","92245","53145",""
"2020-11-30","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","21351","",""
"2020-11-30","Nummela","Vihti","17500","havaittu, alle määritysrajan","b","3118","",""
"2020-11-23","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","485104","17881",""
"2020-11-23","Hopeakivenlahti","Kokkola","36000","ei havaittu","b","18370","",""
"2020-11-23","Koko maa","Koko maa","","","","","20304",""
"2020-11-23","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","58027","",""
"2020-11-23","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","24948","12408",""
"2020-11-23","Taskila","Oulu","200000","havaittu, yli määritysrajan","","64114","13781",""
"2020-11-23","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","89543","66642",""
"2020-11-23","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","231141","",""
"2020-11-16","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","94567","100935",""
"2020-11-16","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","251179","33997",""
"2020-11-16","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","14353","",""
"2020-11-16","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","19349","",""
"2020-11-16","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","34578","",""
"2020-11-16","Peuraniemi","Kajaani","33714","havaittu, alle määritysrajan","b","10898","",""
"2020-11-16","Peurasaari","Kemi","23000","havaittu, alle määritysrajan","a b","13280","",""
"2020-11-16","Koko maa","Koko maa","","","","","29736",""
"2020-11-16","Mussalo","Kotka","99000","havaittu, alle määritysrajan","b","26186","",""
"2020-11-16","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","(b)","22862","",""
"2020-11-16","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","17761","8732",""
"2020-11-16","Kariniemi","Lahti","63500","havaittu, alle määritysrajan","b","15458","",""
"2020-11-16","Ali-Juhakkala","Lahti","61500","havaittu, yli määritysrajan","","12862","7050",""
"2020-11-16","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","14176","",""
"2020-11-16","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5452","",""
"2020-11-16","Kenkäveronniemi","Mikkeli","42000","havaittu, alle määritysrajan","c","9314","",""
"2020-11-16","Taskila","Oulu","200000","havaittu, yli määritysrajan","","51667","7936",""
"2020-11-16","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","","9243","",""
"2020-11-16","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","(b)","28801","",""
"2020-11-16","Maanpäänniemi","Rauma","40000","havaittu, alle määritysrajan","","10897","",""
"2020-11-16","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","21244","",""
"2020-11-16","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","","9041","",""
"2020-11-16","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","","6524","",""
"2020-11-16","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","18253","",""
"2020-11-16","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","a","63169","",""
"2020-11-16","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","70032","",""
"2020-11-16","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","19662","",""
"2020-11-16","Nummela","Vihti","17500","havaittu, alle määritysrajan","","2864","",""
"2020-11-09","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","262067","19795",""
"2020-11-09","Koko maa","Koko maa","","","","","10880",""
"2020-11-09","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","22312","",""
"2020-11-09","Taskila","Oulu","200000","havaittu, alle määritysrajan","","70816","",""
"2020-11-09","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","64295","",""
"2020-11-09","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","75716","",""
"2020-11-02","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","110283","17495",""
"2020-11-02","Viikinmäki","Helsinki","860000","havaittu, alle määritysrajan","b","270317","",""
"2020-11-02","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","c","15010","",""
"2020-11-02","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","21936","",""
"2020-11-02","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","a","34335","",""
"2020-11-02","Peuraniemi","Kajaani","33714","ei havaittu","b","13485","",""
"2020-11-02","Peurasaari","Kemi","23000","ei havaittu","a b","18063","",""
"2020-11-02","Hopeakivenlahti","Kokkola","36000","ei havaittu","b","11994","",""
"2020-11-02","Koko maa","Koko maa","","","","","7049",""
"2020-11-02","Mussalo","Kotka","99000","tulos epävarma","b","32755","",""
"2020-11-02","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","27532","",""
"2020-11-02","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","23991","",""
"2020-11-02","Kariniemi","Lahti","63500","tulos epävarma","","17149","",""
"2020-11-02","Ali-Juhakkala","Lahti","61500","havaittu, alle määritysrajan","","15221","",""
"2020-11-02","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","15527","",""
"2020-11-02","Lotsbroverket","Maarianhamina - Mariehamn","21000","havaittu, alle määritysrajan","","5463","",""
"2020-11-02","Kenkäveronniemi","Mikkeli","42000","ei havaittu","","10077","",""
"2020-11-02","Taskila","Oulu","200000","havaittu, yli määritysrajan","","72497","30329",""
"2020-11-02","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","11984","9304",""
"2020-11-02","Luotsinmäki","Pori","112000","tulos epävarma","b","35836","",""
"2020-11-02","Maanpäänniemi","Rauma","40000","tulos epävarma","b","13353","",""
"2020-11-02","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","23005","",""
"2020-11-02","Salonkeskuspuhdistamo","Salo","45000","havaittu, alle määritysrajan","b","10258","",""
"2020-11-02","Pihlajaniemi","Savonlinna","22571","havaittu, alle määritysrajan","","7849","",""
"2020-11-02","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","ei havaittu","b","19130","",""
"2020-11-02","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","","65868","",""
"2020-11-02","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","73232","7606",""
"2020-11-02","Pått","Vaasa","69500","havaittu, alle määritysrajan","b","26615","",""
"2020-11-02","Nummela","Vihti","17500","havaittu, yli määritysrajan","","3057","46982",""
"2020-10-26","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","279266","23868",""
"2020-10-26","Koko maa","Koko maa","","","","","15479",""
"2020-10-26","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","21875","12790",""
"2020-10-26","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","","68489","7174",""
"2020-10-26","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","77937","",""
